,name,Show URL,Show Type,Language,Genres,Status,Runtime,Premiere Date,Official Site,Time,Day,Network,Country,Country Code,Timezone,Summary,Full Img,Med img,Created By,Ratings,Ratings Count,Release_year,Duration,Cast
55,New Girl,https://www.tvmaze.com/shows/58/new-girl,Scripted,English,"['Comedy', 'Romance']",Ended,30,9/20/2011,http://www.fox.com/new-girl/,21:30,['Tuesday'],FOX,United States,US,America/New_York,"New Girl is a single-camera ensemble comedy starring Zooey Deschanel as Jess, an offbeat girl who - after a bad breakup - moves in with three single guys and essentially sets a bomb off in their lives.",http://static.tvmaze.com/uploads/images/original_untouched/145/364581.jpg,//static.tvmaze.com/uploads/images/medium_portrait/145/364581.jpg,Elizabeth Meriwether,7.2,114,2018,7 Seasons,"Zooey Deschanel, Jake Johnson, Max Greenfield, Hannah Simone, Lamorne Morris, Damon Wayans Jr."
56,Chicago Fire,https://www.tvmaze.com/shows/59/chicago-fire,Scripted,English,"['Drama', 'Action']",Running,60,10/10/2012,http://www.nbc.com/chicago-fire,21:00,['Wednesday'],NBC,United States,US,America/New_York,"No job is more stressful, dangerous or exhilarating than those of the Firefighters, Rescue Squad and Paramedics of Chicago Firehouse 51. These are the courageous men and women who forge headfirst into danger when everyone else is running the other way and whose actions make the difference between life and death. These are their stories.",http://static.tvmaze.com/uploads/images/original_untouched/277/693381.jpg,//static.tvmaze.com/uploads/images/medium_portrait/277/693381.jpg,Derek HaasMichael Brandt,8.3,166,NA,NA,NA
57,NCIS,https://www.tvmaze.com/shows/60/ncis,Scripted,English,"['Drama', 'Action', 'Crime']",Running,60,9/23/2003,http://www.cbs.com/shows/ncis/,20:00,['Tuesday'],CBS,United States,US,America/New_York,"NCIS (Naval Criminal Investigative Service) is more than just an action drama. With liberal doses of humor, it's a show that focuses on the sometimes complex and always amusing dynamics of a team forced to work together in high-stress situations. Leroy Jethro Gibbs, a former Marine gunnery sergeant, whose skills as an investigator are unmatched, leads this troupe of colorful personalities. Rounding out the team are Anthony DiNozzo, an ex-homicide detective whose instincts in the field are unparalleled and whose quick wit and humorous take on life make him a team favorite; the youthful and energetic forensic specialist Abby Sciuto, a talented scientist whose sharp mind matches her Goth style and eclectic tastes; Caitlin Todd, an ex-Secret Service Agent; and Timothy McGee, an MIT graduate whose brilliance with computers far overshadows his insecurities in the field; Assisting the team is medical examiner Dr. Donald ""Ducky"" Mallard, who knows it all because he's seen it all, and he's not afraid to let you know. From murder and espionage to terrorism and stolen submarines, these special agents travel the globe to investigate all crimes with Navy or Marine Corps ties.",http://static.tvmaze.com/uploads/images/original_untouched/280/701983.jpg,//static.tvmaze.com/uploads/images/medium_portrait/280/701983.jpg,Donald P. BellisarioDon McGill,8.2,227,2017,15 Seasons,"Mark Harmon, Michael Weatherly, Pauley Perrette, David McCallum, Sean Murray, Cote de Pablo, Brian Dietzen, Rocky Carroll, Lauren Holly, Sasha Alexander, Joe Spano, Alan Dale, Emily Wickersham, Pancho Demmings"
58,Orphan Black,https://www.tvmaze.com/shows/61/orphan-black,Scripted,English,"['Drama', 'Science-Fiction', 'Thriller']",Ended,60,3/30/2013,http://orphanblack.space.ca/,22:00,['Saturday'],CTV Sci-Fi Channel,Canada,CA,America/Halifax,"Orphan Black is about Sarah, an outsider and orphan whose life changes dramatically after witnessing the suicide of a woman, ""Beth"", who looks just like her. Sarah takes her identity, her boyfriend and her money. But instead of solving her problems, the street-smart chameleon is thrust headlong into a kaleidoscopic mystery. She makes the dizzying discovery that she and the dead woman are clones... but are they the only ones? Sarah quickly finds herself caught in the middle of a deadly conspiracy, racing to find answers.",http://static.tvmaze.com/uploads/images/original_untouched/53/132716.jpg,//static.tvmaze.com/uploads/images/medium_portrait/53/132716.jpg,John FawcettGraeme Manson,8.7,209,NA,NA,NA
59,The Originals,https://www.tvmaze.com/shows/62/the-originals,Scripted,English,"['Drama', 'Romance', 'Supernatural']",Ended,60,10/3/2013,http://www.cwtv.com/shows/the-originals/,21:00,['Wednesday'],The CW,United States,US,America/New_York,"The Originals is a spin-off show from the supernatural drama The Vampire Diaries. It is based in the city of New Orleans where the originals represent the original vampires. The show is primarily based around conflict between vampires, werewolves and witches in the city.",http://static.tvmaze.com/uploads/images/original_untouched/156/391233.jpg,//static.tvmaze.com/uploads/images/medium_portrait/156/391233.jpg,Julie Plec,8.2,173,2018,5 Seasons,"Joseph Morgan, Daniel Gillies, Phoebe Tonkin, Charles Michael Davis, Leah Pipes, Danielle Campbell, Claire Holt, Steven Krueger"
60,The Vampire Diaries,https://www.tvmaze.com/shows/63/the-vampire-diaries,Scripted,English,"['Drama', 'Romance', 'Supernatural']",Ended,60,9/10/2009,http://www.cwtv.com/shows/the-vampire-diaries,20:00,['Friday'],The CW,United States,US,America/New_York,The Vampire Diaries is a supernatural drama/romance based around Elena Gilbert who falls in love with a 163 year old vampire.,http://static.tvmaze.com/uploads/images/original_untouched/88/220908.jpg,//static.tvmaze.com/uploads/images/medium_portrait/88/220908.jpg,Julie PlecKevin Williamson,8,168,2017,8 Seasons,"Nina Dobrev, Paul Wesley, Ian Somerhalder, Steven R. McQueen, Sara Canning, Kat Graham, Candice King, Zach Roerig, Michael Trevino, Matthew Davis, Joseph Morgan"
61,Utopia,https://www.tvmaze.com/shows/64/utopia,Scripted,English,"['Drama', 'Science-Fiction', 'Thriller']",Ended,60,1/15/2013,http://www.channel4.com/programmes/utopia,22:00,['Tuesday'],Channel 4,United Kingdom,GB,Europe/London,Utopia based initially around a small group of people who find a rare manuscript of the same name. This leads the group to be targeted by a large organisation with little knowledge of the manuscript's relevance or importance.,http://static.tvmaze.com/uploads/images/original_untouched/275/688620.jpg,//static.tvmaze.com/uploads/images/medium_portrait/275/688620.jpg,Dennis Kelly,8.6,70,NA,NA,NA
62,Bones,https://www.tvmaze.com/shows/65/bones,Scripted,English,"['Drama', 'Crime', 'Medical']",Ended,60,9/13/2005,http://www.fox.com/bones,21:00,['Tuesday'],FOX,United States,US,America/New_York,"F.B.I. Agent Seeley Booth is teamed up with forensic anthropologist Dr. Temperance ""Bones"" Brennan to solve some of the most baffling and bizarre crimes ever. Booth depends on clues from the living, witnesses and suspects, while Brennan gathers evidence from the dead, relying on her uncanny ability to read clues left behind in the bones of the victims.",http://static.tvmaze.com/uploads/images/original_untouched/80/201202.jpg,//static.tvmaze.com/uploads/images/medium_portrait/80/201202.jpg,Hart Hanson,8.2,181,NA,NA,NA
63,The Big Bang Theory,https://www.tvmaze.com/shows/66/the-big-bang-theory,Scripted,English,['Comedy'],Ended,30,9/24/2007,http://www.cbs.com/shows/big_bang_theory/,20:00,['Thursday'],CBS,United States,US,America/New_York,"The Big Bang Theory is a comedy about brilliant physicists, Leonard and Sheldon, who are the kind of ""beautiful minds"" that understand how the universe works. But none of that genius helps them interact with people, especially women. All this begins to change when a free-spirited beauty named Penny moves in next door. Sheldon, Leonard's roommate, is quite content spending his nights playing Klingon Boggle with their socially dysfunctional friends, fellow Cal Tech scientists Wolowitz and Koothrappali. However, Leonard sees in Penny a whole new universe of possibilities... including love.",http://static.tvmaze.com/uploads/images/original_untouched/173/433868.jpg,//static.tvmaze.com/uploads/images/medium_portrait/173/433868.jpg,Chuck LorreBill Prady,7.9,498,NA,NA,NA
64,Grey's Anatomy,https://www.tvmaze.com/shows/67/greys-anatomy,Scripted,English,"['Drama', 'Romance', 'Medical']",Running,60,3/27/2005,http://abc.go.com/shows/greys-anatomy/,21:00,['Thursday'],ABC,United States,US,America/New_York,"The doctors of Grey Sloan Memorial Hospital deal with life-or-death consequences on a daily basis -- it's in one another that they find comfort, friendship and, at times, more than friendship. Together they're discovering that neither medicine nor relationships can be defined in black and white. Real life only comes in shades of grey.",http://static.tvmaze.com/uploads/images/original_untouched/273/684728.jpg,//static.tvmaze.com/uploads/images/medium_portrait/273/684728.jpg,Shonda Rhimes,7.9,192,2019,16 Seasons,"Ellen Pompeo, Sandra Oh, Katherine Heigl, Justin Chambers, Patrick Dempsey, Chandra Wilson, T.R. Knight, James Pickens Jr., Isaiah Washington, Sara Ramirez, Eric Dane, Chyler Leigh, Kate Walsh, Kevin McKidd, Jessica Capshaw"
65,Castle,https://www.tvmaze.com/shows/68/castle,Scripted,English,"['Drama', 'Crime']",Ended,60,3/9/2009,http://abc.go.com/shows/castle,22:00,['Monday'],ABC,United States,US,America/New_York,"Castle follows Rick Castle who is one of the world's most successful crime authors. But when his rock star lifestyle isn't enough, this bad boy goes looking for new trouble and finds it working with smart, beautiful Detective Kate Beckett. Inspired by her professional record and intrigued by her buttoned-up personality, Castle's found the model for his bold new character whether she likes it or not. Now with the mayor's permission, Castle is helping solve crime with his own twist.",http://static.tvmaze.com/uploads/images/original_untouched/0/490.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/490.jpg,Andrew W. Marlowe,8.3,219,NA,NA,NA
66,The Blacklist,https://www.tvmaze.com/shows/69/the-blacklist,Scripted,English,"['Drama', 'Crime', 'Thriller']",Running,60,9/23/2013,http://www.nbc.com/the-blacklist,20:00,['Friday'],NBC,United States,US,America/New_York,The Blacklist is a crime drama involving a former government agent who turned into a high-profile criminal turning himself in to the FBI offering to help catch criminals.,http://static.tvmaze.com/uploads/images/original_untouched/279/698540.jpg,//static.tvmaze.com/uploads/images/medium_portrait/279/698540.jpg,Jon Bokenkamp,8.1,478,2019,7 Seasons,"James Spader, Megan Boone, Diego Klattenhoff, Ryan Eggold, Harry Lennix, Amir Arison, Hisham Tawfiq, Mozhan Marnò"
67,The Voice,https://www.tvmaze.com/shows/70/the-voice,Reality,English,['Music'],Running,120,4/26/2011,http://www.nbc.com/the-voice,20:00,['Monday'],NBC,United States,US,America/New_York,The Voice is a reality singing competition show where the idea is to find new singing talent via a series of auditions.,http://static.tvmaze.com/uploads/images/original_untouched/298/745981.jpg,//static.tvmaze.com/uploads/images/medium_portrait/298/745981.jpg,NA,6.4,44,NA,NA,NA
68,Dancing with the Stars,https://www.tvmaze.com/shows/71/dancing-with-the-stars,Reality,English,['Music'],Running,120,6/1/2005,https://abc.com/shows/dancing-with-the-stars,20:00,['Monday'],ABC,United States,US,America/New_York,The hit series in which celebrities perform choreographed dance routines that are judged by a panel of renowned ballroom experts,http://static.tvmaze.com/uploads/images/original_untouched/274/687110.jpg,//static.tvmaze.com/uploads/images/medium_portrait/274/687110.jpg,NA,5.5,13,NA,NA,NA
69,NCIS: Los Angeles,https://www.tvmaze.com/shows/72/ncis-los-angeles,Scripted,English,"['Drama', 'Action', 'Crime']",Running,60,9/22/2009,http://www.cbs.com/shows/ncis_los_angeles/,21:00,['Sunday'],CBS,United States,US,America/New_York,"NCIS: Los Angeles is a drama about the high-stakes world of a division of NCIS that is charged with apprehending dangerous and elusive criminals that pose a threat to the nation's security. By assuming false identities and utilizing the most advanced technology, this team of highly-trained agents goes deep undercover, putting their lives on the line in the field to bring down their targets.",http://static.tvmaze.com/uploads/images/original_untouched/280/701984.jpg,//static.tvmaze.com/uploads/images/medium_portrait/280/701984.jpg,Shane Brennan,8,154,NA,NA,NA
70,The Walking Dead,https://www.tvmaze.com/shows/73/the-walking-dead,Scripted,English,"['Drama', 'Action', 'Horror']",Running,60,10/31/2010,http://www.amc.com/shows/the-walking-dead,21:00,['Sunday'],AMC,United States,US,America/New_York,"The Walking Dead tells the story of the months and years that follow after a zombie apocalypse. It follows a group of survivors, led by former police officer Rick Grimes, who travel in search of a safe and secure home. As the world overrun by the dead takes its toll on the survivors, their interpersonal conflicts present a greater danger to their continuing survival than the walkers that roam the country. Over time, the characters are changed by the constant exposure to death and some grow willing to do anything to survive.",http://static.tvmaze.com/uploads/images/original_untouched/297/744148.jpg,//static.tvmaze.com/uploads/images/medium_portrait/297/744148.jpg,NA,8.1,617,2018,9 Seasons,"Andrew Lincoln, Steven Yeun, Norman Reedus, Chandler Riggs, Melissa McBride, Lauren Cohan, Danai Gurira, Alanna Masterson, Sonequa Martin-Green, Josh McDermitt, Christian Serratos, Seth Gilliam, Ross Marquand, Lennie James, Emily Kinney, Jon Bernthal"
71,Hell on Wheels,https://www.tvmaze.com/shows/74/hell-on-wheels,Scripted,English,"['Drama', 'Action', 'Western']",Ended,60,11/6/2011,http://www.amctv.com/shows/hell-on-wheels,21:00,['Saturday'],AMC,United States,US,America/New_York,"Hell on Wheels is an American Western television series about the construction of the First Transcontinental Railroad across the United States. The series follows the Union Pacific Railroad and its surveyors, laborers, prostitutes, mercenaries, and others who lived, worked and died in the mobile encampment called ""Hell on Wheels"" that followed the railhead west across the Great Plains. In particular, the story focuses on Cullen Bohannon, a former Confederate soldier who, while working as foreman and chief engineer on the railroad, initially attempts to track down the Union soldiers who murdered his wife and young son during the American Civil War.",http://static.tvmaze.com/uploads/images/original_untouched/0/526.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/526.jpg,Tony GaytonJoe Gayton,8.5,102,2016,5 Seasons,"Anson Mount, Colm Meaney, Common, Dominique McElligott, Eddie Spears, Ben Esler, Phil Burke, Christopher Heyerdahl, Robin McLeavy, Tom Noonan"
72,The Mindy Project,https://www.tvmaze.com/shows/75/the-mindy-project,Scripted,English,"['Comedy', 'Romance', 'Medical']",Ended,30,9/25/2012,http://www.hulu.com/the-mindy-project,NA,['Tuesday'],NA,NA,NA,NA,The Mindy Project is a single-camera comedy series which follows a skilled OB/GYN navigating the tricky waters of both her personal and professional life.,http://static.tvmaze.com/uploads/images/original_untouched/298/745731.jpg,//static.tvmaze.com/uploads/images/medium_portrait/298/745731.jpg,NA,7.1,35,NA,NA,NA
73,Sons of Anarchy,https://www.tvmaze.com/shows/76/sons-of-anarchy,Scripted,English,"['Drama', 'Action', 'Crime']",Ended,60,9/3/2008,http://www.fxnetworks.com/shows/sons-of-anarchy/,22:00,['Tuesday'],FX,United States,US,America/New_York,"Sons of Anarchy is an American television drama series created by Kurt Sutter, about the lives of a close-knit outlaw motorcycle club operating in Charming, a fictional town in California's Central Valley. The show centers on protagonist Jackson ""Jax"" Teller (Charlie Hunnam), initially the vice president of the club, who begins questioning the club and himself.",http://static.tvmaze.com/uploads/images/original_untouched/0/537.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/537.jpg,Kurt Sutter,8.6,149,NA,NA,NA
74,The Middle,https://www.tvmaze.com/shows/77/the-middle,Scripted,English,"['Comedy', 'Family']",Ended,30,9/30/2009,http://abc.go.com/shows/the-middle,20:00,['Tuesday'],ABC,United States,US,America/New_York,"Forget about athletes, movie stars and politicians. Parents are the real heroes - but we think Frankie Heck, must be some kind of superhero. A loving wife and mother of three, she's middle class in the middle of the country and is rapidly approaching middle age.",http://static.tvmaze.com/uploads/images/original_untouched/0/562.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/562.jpg,DeAnn HelineEileen Heisler,8.4,77,NA,NA,NA
75,The Mysteries of Laura,https://www.tvmaze.com/shows/78/the-mysteries-of-laura,Scripted,English,"['Comedy', 'Crime']",Ended,60,9/17/2014,http://www.nbc.com/the-mysteries-of-laura,20:00,['Wednesday'],NBC,United States,US,America/New_York,"Laura Diamond is a brilliant NYPD homicide detective who balances her ""Columbo"" day job with a crazy family life that includes two unruly twin boys and a soon-to-be ex-husband - also a cop - who just can't seem to sign the divorce papers. Between cleaning up after her boys and cleaning up the streets, she'd be the first to admit she has her ""hot mess"" moments in this hilariously authentic look at what it really means to be a working mom today. Somehow, she makes it all work with the help of her sexy and understanding partner, and things becomes even more complicated when her husband becomes her boss at the precinct. For Laura, every day is a high-wire balancing act.",http://static.tvmaze.com/uploads/images/original_untouched/0/568.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/568.jpg,Jeff Rake,7.4,38,NA,NA,NA
76,The Goldbergs,https://www.tvmaze.com/shows/79/the-goldbergs,Scripted,English,"['Comedy', 'Family']",Running,30,9/24/2013,http://abc.go.com/shows/the-goldbergs,20:00,['Wednesday'],ABC,United States,US,America/New_York,"Before there were parenting blogs, trophies for showing up and peanut allergies, there was a simpler time called the '80s. For geeky and movie obsessed youngest child Adam, these were his wonder years, and he faced them armed with a video camera to capture all the crazy. The Goldbergs are a loving family like any other -- just with a lot more yelling. Mom Beverly is a classic ""smother,"" an overbearing, overprotective matriarch who loves her delicious kids, but still rules this brood with 100% authority and zero sense of boundaries. Dad Murray is gruff and sometimes oblivious, parenting with half his attention span but all his heart. Sister Erica is popular and terrifying, doing her best to cover up that she's the smartest of the clan. Barry is a passionate dreamer, who maybe dreams a little too big and who always gets the short end of the stick. Adam is the youngest, a camera-wielding future director who's navigating first love, and growing up with his family. Rounding out the family is beloved grandfather Al ""Pops"" Solomon, the wild man of the clan, a shameless Don Juan who's learning as much from his family as he teaches them.",http://static.tvmaze.com/uploads/images/original_untouched/301/752628.jpg,//static.tvmaze.com/uploads/images/medium_portrait/301/752628.jpg,Adam F. Goldberg,7.6,74,NA,NA,NA
77,Modern Family,https://www.tvmaze.com/shows/80/modern-family,Scripted,English,"['Comedy', 'Family']",Ended,30,9/23/2009,http://abc.go.com/shows/modern-family,21:00,['Wednesday'],ABC,United States,US,America/New_York,"Modern Family revolves around three different types of families (nuclear, step- and same-sex) living in the Los Angeles area, who are interrelated through Jay Pritchett and his children, Claire Dunphy (née Pritchett) and Mitchell Pritchett. Patriarch Jay is remarried to a much younger woman, Gloria Delgado Pritchett (née Ramirez), a passionate Colombian with whom he has an infant son, Fulgencio (Joe) Pritchett, and a son from Gloria's previous marriage, Manny Delgado.",http://static.tvmaze.com/uploads/images/original_untouched/240/600519.jpg,//static.tvmaze.com/uploads/images/medium_portrait/240/600519.jpg,Steven LevitanChristopher Lloyd,7.7,183,NA,NA,NA
78,Criminal Minds,https://www.tvmaze.com/shows/81/criminal-minds,Scripted,English,"['Drama', 'Crime', 'Thriller']",Running,45,9/22/2005,http://www.cbs.com/shows/criminal_minds/,NA,[],NA,NA,NA,NA,"Criminal Minds revolves around an elite team of FBI profilers who analyze the country's most twisted criminal minds, anticipating their next moves before they strike again.",http://static.tvmaze.com/uploads/images/original_untouched/237/592589.jpg,//static.tvmaze.com/uploads/images/medium_portrait/237/592589.jpg,Jeff Davis,8.2,218,2017,12 Seasons,"Mandy Patinkin, Joe Mantegna, Thomas Gibson, Shemar Moore, Matthew Gray Gubler, Kirsten Vangsness, A.J. Cook, Paget Brewster, Lola Glaudini, Jennifer Love Hewitt, Jeanne Tripplehorn"
79,Game of Thrones,https://www.tvmaze.com/shows/82/game-of-thrones,Scripted,English,"['Drama', 'Adventure', 'Fantasy']",Ended,60,4/17/2011,http://www.hbo.com/game-of-thrones,21:00,['Sunday'],HBO,United States,US,America/New_York,"Based on the bestselling book series A Song of Ice and Fire by George R.R. Martin, this sprawling new HBO drama is set in a world where summers span decades and winters can last a lifetime. From the scheming south and the savage eastern lands, to the frozen north and ancient Wall that protects the realm from the mysterious darkness beyond, the powerful families of the Seven Kingdoms are locked in a battle for the Iron Throne. This is a story of duplicity and treachery, nobility and honor, conquest and triumph. In the Game of Thrones, you either win or you die.",http://static.tvmaze.com/uploads/images/original_untouched/190/476117.jpg,//static.tvmaze.com/uploads/images/medium_portrait/190/476117.jpg,D.B. WeissDavid Benioff,9,932,NA,NA,NA
80,The Simpsons,https://www.tvmaze.com/shows/83/the-simpsons,Animation,English,"['Comedy', 'Family']",Running,30,12/17/1989,http://www.fox.com/the-simpsons/full-episodes,20:00,['Sunday'],FOX,United States,US,America/New_York,"The Simpsons is the longest running scripted show in US television history. It captures the adventures of Homer, Marge, Maggie, Bart and Lisa who are living in a fictional town called Springfield.",http://static.tvmaze.com/uploads/images/original_untouched/309/773312.jpg,//static.tvmaze.com/uploads/images/medium_portrait/309/773312.jpg,Matt Groening,8.3,180,NA,NA,NA
81,Family Guy,https://www.tvmaze.com/shows/84/family-guy,Animation,English,"['Comedy', 'Family']",Running,30,1/31/1999,http://www.fox.com/family-guy,21:30,['Sunday'],FOX,United States,US,America/New_York,"Family Guy follows Peter Griffin the endearingly ignorant dad, and his hilariously offbeat family of middle-class New Englanders in Quahog, RI. Lois is Peter's wife, a stay-at-home mom with no patience for her family's antics. Then there are their kids: 18-year-old Meg is an outcast at school and the Griffin family punching bag; 13-year-old Chris is a socially awkward teen who doesn't have a clue about the opposite sex; and one-year-old Stewie is a diabolically clever baby whose burgeoning sexuality is very much a work in progress. Rounding out the Griffin household is Brian the family dog and a ladies' man who is one step away from AA.",http://static.tvmaze.com/uploads/images/original_untouched/309/773280.jpg,//static.tvmaze.com/uploads/images/medium_portrait/309/773280.jpg,Seth MacFarlane,7.6,162,NA,NA,NA
82,Stalker,https://www.tvmaze.com/shows/86/stalker,Scripted,English,"['Crime', 'Thriller']",Ended,60,10/1/2014,NA,22:00,['Wednesday'],CBS,United States,US,America/New_York,"Stalker is a psychological thriller about detectives who investigate stalking incidents - including voyeurism, cyber harassment and romantic fixation - for the Threat Assessment Unit of the LAPD. Det. Jack Larsen is a recent transfer to the Unit from New York City's homicide division, whose confidence, strong personality and questionable behavior has landed him in trouble before - but whose past behavior may also prove valuable in his new job. His boss, Lt. Beth Davis, is strong, focused and an expert in the field, driven by her traumatic personal experience as a victim. With the rest of their team, young but eager Det. Ben Caldwell and deceptively smart Det. Janice Lawrence Larsen and Davis assess the threat level of cases and respond before the stalking and intimidation spirals out of control, all while trying to keep their personal obsessions at bay.",http://static.tvmaze.com/uploads/images/original_untouched/0/647.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/647.jpg,Kevin Williamson,7.5,48,NA,NA,NA
83,The Bridge,https://www.tvmaze.com/shows/87/the-bridge,Scripted,English,"['Drama', 'Crime', 'Thriller']",Ended,60,7/10/2013,NA,22:00,['Wednesday'],FX,United States,US,America/New_York,"When the body of a cartel member is found on US soil, Sonya Cross from El Paso PD and her Mexican counterpart, Marco Ruiz must work together to solve the case.",http://static.tvmaze.com/uploads/images/original_untouched/0/649.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/649.jpg,NA,7.4,38,2017,119 min,"Chidinma Ekile, Ademola Adedoyin, Kunle Afolayan, Zack Orji, Tina Mba, Ayo Akinwale, Akim Mogaji, Ayo Mogaji, Ken Erics"
84,Reign,https://www.tvmaze.com/shows/88/reign,Scripted,English,"['Drama', 'Romance', 'History']",Ended,60,10/17/2013,NA,21:00,['Friday'],The CW,United States,US,America/New_York,"Hidden between the lines of the history books is the story of Mary Stuart, the young woman the world would come to know as Mary, Queen of Scots. Queen of Scotland since she was six days old, the teenage Mary is already a headstrong monarch - beautiful, passionate, and poised at the very beginning of her tumultuous rise to power. Arriving in France with four close friends as her ladies-in-waiting, Mary has been sent to secure Scotland's strategic alliance by formalizing her arranged engagement to the French king's dashing son, Prince Francis. But the match isn't signed and sealed, it depends more on politics, religion and secret agendas than affairs of the heart. With danger and sexual intrigue around every dark castle corner, Mary rallies her ladies-in-waiting and steels herself, ready to rule the new land and balance the demands of her country and her heart.",http://static.tvmaze.com/uploads/images/original_untouched/81/204119.jpg,//static.tvmaze.com/uploads/images/medium_portrait/81/204119.jpg,Stephanie SenguptaLaurie McCarthy,7.5,65,2017,4 Seasons,"Adelaide Kane, Megan Follows, Torrance Coombs, Toby Regbo, Jenessa Grant, Celina Sinden, Caitlin Stasey, Anna Popplewell, Alan Van Sprang, Rossif Sutherland, Jonathan Keltz, Sean Teale, Craig Parker"
85,Unforgettable,https://www.tvmaze.com/shows/89/unforgettable,Scripted,English,"['Drama', 'Crime']",Ended,60,9/20/2011,http://www.aetv.com/unforgettable,21:00,['Friday'],A&E,United States,US,America/New_York,"Unforgettable follows Carrie Wells, an enigmatic former police detective with a rare condition that makes her memory so flawless that every place, every conversation, every moment of joy and every heartbreak is forever embedded in her mind. It's not just that she doesn't forget anything - she can't; except for one thing: the details that would help solve her sister's long-ago murder. Carrie has tried to put her past behind her, but she's unexpectedly reunited with her ex-boyfriend and partner, NYPD Detective Al Burns when she consults on a homicide case.",http://static.tvmaze.com/uploads/images/original_untouched/0/663.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/663.jpg,NA,7.4,68,NA,NA,NA
86,Haven,https://www.tvmaze.com/shows/90/haven,Scripted,English,"['Drama', 'Crime', 'Supernatural']",Ended,42,7/9/2010,http://www.syfy.com/haven,22:00,['Thursday'],Syfy,United States,US,America/New_York,"When FBI Special Agent Audrey Parker is dispatched to the small town of Haven, Maine, on a routine case, she soon finds herself increasingly involved in the return of ""The Troubles"", a plague of supernatural afflictions that have occurred in the town at least twice before. With an openness to the possibility of the paranormal, she also finds a more personal link in Haven that may lead her to the mother she has never known.",http://static.tvmaze.com/uploads/images/original_untouched/0/672.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/672.jpg,Jim DunnSam Ernst,8.1,128,2015,5 Seasons,"Emily Rose, Lucas Bryant, Nicholas Campbell, Eric Balfour, Richard Donat, John Dunsworth, Maurice Dean Wint, Adam Copeland"
87,Bad Judge,https://www.tvmaze.com/shows/91/bad-judge,Scripted,English,"['Comedy', 'Family']",Ended,30,10/2/2014,NA,21:00,['Thursday'],NBC,United States,US,America/New_York,"No excuses, no apologies, no compromises. Wild child Rebecca Wright knows how to have a good time, but she also happens to be one of L.A.'s toughest and most respected criminal court judges. She has a reputation for unorthodox behavior in the courtroom, including creative rulings and saying exactly what's on her mind. Her private life, on the other hand, is anything but innocent. She parties too much and rocks out on the drums in a band with her best friend, Jenny. While there's no shortage of male admirers who would love to spend time with her, she's not ready to settle down... except when an 8-year-old boy - whose parents were put in jail by Rebecca - needs her help. He may, in fact, be the one thing that starts to tame this Bad Judge.",http://static.tvmaze.com/uploads/images/original_untouched/0/678.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/678.jpg,Anne HecheChad Kultgen,7.5,26,NA,NA,NA
88,A to Z,https://www.tvmaze.com/shows/92/a-to-z,Scripted,English,"['Comedy', 'Romance']",Ended,30,10/2/2014,NA,21:30,['Thursday'],NBC,United States,US,America/New_York,"This is the A to Z story of Andrew and Zelda - a pair that almost wasn't - and all that happened from the day they met. Andrew has always been a secret romantic... not above crooning to Celine Dion while driving to work, with dreams of finding ""the one."" He imagines her to be just like that shimmering beauty he spotted that night in that silver dress at that concert two years ago. Zelda, having grown up with a hippie mom who believed the universe would provide for everything, rebelled into a no-nonsense practical lawyer who prefers the control of online dating. But when a computer glitch sends her a total mismatch, she's asked to come in for an interview at the Internet dating site where Andrew works, and this is where it all begins. Andrew and Zelda meet for the first time and despite their differences, sparks fly. She thinks it's chance. He thinks it's fate. After all, he's convinced she's the shimmering girl in the silver dress. Is it true love forever or just a detour in destiny?",http://static.tvmaze.com/uploads/images/original_untouched/0/679.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/679.jpg,NA,6.7,24,NA,NA,NA
89,Parenthood,https://www.tvmaze.com/shows/93/parenthood,Scripted,English,"['Drama', 'Comedy', 'Family']",Ended,60,3/2/2010,NA,22:00,['Thursday'],NBC,United States,US,America/New_York,"Parenthood is the critically acclaimed one-hour drama inspired by the box office hit of the same name. This reimagined and updated Universal Television/Imagine Entertainment production follows the trials and tribulations of the very large, colorful and imperfect Braverman family. Sarah Braverman is a single mother with two kids - the bright but rebellious Amber who is living on her own, and sullen and sensitive Drew who returns to Berkeley this year.",http://static.tvmaze.com/uploads/images/original_untouched/0/685.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/685.jpg,Jason Katims,8.1,25,NA,NA,NA
