,name,Show URL,Show Type,Language,Genres,Status,Runtime,Premiere Date,Official Site,Time,Day,Network,Country,Country Code,Timezone,Summary,Full Img,Med img,Created By,Ratings,Ratings Count,Release_year,Duration,Cast
183,Dads,https://www.tvmaze.com/shows/193/dads,Scripted,English,['Comedy'],Ended,30,9/17/2013,NA,20:00,['Tuesday'],FOX,United States,US,America/New_York,"Honor thy father. Way easier said than done. Especially when your dad's broke, living in your house and ruining your life. Dads explores the often treacherous terrain of the father-son landscape. This series follows two successful guys - and childhood best friends - now in their mid-30s whose relatively stable lives get turned upside down when their pain-in-the-neck patriarchs move in.",http://static.tvmaze.com/uploads/images/original_untouched/1/2831.jpg,//static.tvmaze.com/uploads/images/medium_portrait/1/2831.jpg,Wellesley WildAlec Sulkin,5.2,17,NA,NA,NA
184,Hannibal,https://www.tvmaze.com/shows/194/hannibal,Scripted,English,"['Drama', 'Crime', 'Horror']",Ended,60,4/4/2013,http://www.nbc.com/hannibal,22:00,['Thursday'],NBC,United States,US,America/New_York,"Criminal profiler Will Graham is tasked by FBI agent Jack Crawford, the head of Behavioral Sciences, to help investigate the disappearances of eight young girls across Minnesota. Graham and Crawford's team investigate several subsequent murders, while also trying to catch the Chesapeake Ripper. With the investigation weighing heavily on Graham, Crawford decides to have him supervised by psychiatrist Dr. Hannibal Lecter, who, unbeknownst to them, is the Chesapeake Ripper himself, actively seeking to derail the investigation.",http://static.tvmaze.com/uploads/images/original_untouched/160/401855.jpg,//static.tvmaze.com/uploads/images/medium_portrait/160/401855.jpg,NA,8.4,166,2015,3 Seasons,"Hugh Dancy, Mads Mikkelsen, Caroline Dhavernas, Hettienne Park, Laurence Fishburne, Scott Thompson, Aaron Abrams, Gillian Anderson, Lara Jean Chorostecki"
185,Bates Motel,https://www.tvmaze.com/shows/195/bates-motel,Scripted,English,"['Drama', 'Horror', 'Thriller']",Ended,60,3/18/2013,http://www.aetv.com/shows/bates-motel,22:00,['Monday'],A&E,United States,US,America/New_York,"Bates Motel is a contemporary prequel to the genre-defining film Psycho, and gives viewers an intimate portrayal of how Norman Bates' psyche unravels through his teenage years.",http://static.tvmaze.com/uploads/images/original_untouched/177/444429.jpg,//static.tvmaze.com/uploads/images/medium_portrait/177/444429.jpg,NA,8,102,2017,5 Seasons,"Vera Farmiga, Freddie Highmore, Max Thieriot, Olivia Cooke, Nicola Peltz, Nestor Carbonell, Mike Vogel, Keegan Connor Tracy"
186,The Following,https://www.tvmaze.com/shows/196/the-following,Scripted,English,"['Drama', 'Crime', 'Thriller']",Ended,60,1/21/2013,NA,21:00,['Monday'],FOX,United States,US,America/New_York,"The FBI estimates there are currently over 300 active serial killers in the United States. What would happen if these killers had a way of communicating and connecting with each other? What if they were able to work together and form alliances across the country? What if one brilliant psychotic serial killer was able to bring them all together and activate a following? Welcome to The Following, a terrifying new thriller.",http://static.tvmaze.com/uploads/images/original_untouched/1/2868.jpg,//static.tvmaze.com/uploads/images/medium_portrait/1/2868.jpg,Kevin Williamson,7,80,NA,NA,NA
187,Da Vinci's Demons,https://www.tvmaze.com/shows/197/da-vincis-demons,Scripted,English,"['Drama', 'Horror']",Ended,60,4/12/2013,http://www.starz.com/originals/davincisdemons/featured,NA,['Saturday'],NA,NA,NA,NA,"In a world where thought and faith are controlled, one man fights to set knowledge free. Leonardo da Vinci is tortured by a gift of superhuman genius. He finds himself in a conflict between truth and lies, religion and reason, past and future. His aspirations are used against him by opposing forces – luring him into a game of seduction where those who despise his intellect need him most.",http://static.tvmaze.com/uploads/images/original_untouched/1/2892.jpg,//static.tvmaze.com/uploads/images/medium_portrait/1/2892.jpg,David S. Goyer,8,95,NA,NA,NA
188,The Fosters,https://www.tvmaze.com/shows/198/the-fosters,Scripted,English,"['Drama', 'Family', 'Romance']",Ended,60,6/3/2013,http://freeform.go.com/shows/the-fosters,20:00,['Tuesday'],FreeForm,United States,US,America/New_York,"The Fosters is a critically-acclaimed series that centers on biracial lesbian couple Stef and Lena Foster, who are raising a multi-ethnic family mix of foster and biological kids. The second season will continue to explore the growing Fosters clan, with all the triumphs and travails, twists and turns, that fans of the series have come to expect. Callie and Jude will try to adjust to their new roles in the family, and everyone will deal with the fallout from their previous actions. Past mistakes will come home to roost, consequences will be handed out, and victories will be hard fought, and ultimately well-won. Their deep bonds will grow, enabling America's most modern family to face the future head on, with love in their hearts.",http://static.tvmaze.com/uploads/images/original_untouched/116/292055.jpg,//static.tvmaze.com/uploads/images/medium_portrait/116/292055.jpg,Peter PaigeBradley Bredeweg,7.6,41,2017,5 Seasons,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon"
189,Mistresses,https://www.tvmaze.com/shows/199/mistresses,Scripted,English,"['Drama', 'Romance']",Ended,60,6/3/2013,http://abc.go.com/shows/mistresses,21:00,['Thursday'],ABC,United States,US,America/New_York,"Based on the hit UK television series of the same name, Mistresses is a provocative and thrilling drama about the scandalous lives of a sexy and sassy group of four girlfriends, each on her own path to self-discovery. These four friends find support and guidance with each other as they brave their turbulent journeys and life's storms of excitement, secrecy and betrayal, all the while bound by the complex relationships they've created.",http://static.tvmaze.com/uploads/images/original_untouched/1/2950.jpg,//static.tvmaze.com/uploads/images/medium_portrait/1/2950.jpg,K.J. Steinberg,7.8,19,NA,NA,NA
190,The Tomorrow People,https://www.tvmaze.com/shows/200/the-tomorrow-people,Scripted,English,"['Action', 'Science-Fiction']",Ended,60,10/9/2013,NA,21:00,['Monday'],The CW,United States,US,America/New_York,"They are the next evolutionary leap of mankind, a generation of humans born with paranormal abilities - The Tomorrow People. Stephen Jameson stands at the crossroads between the world we know and the shifting world of the future. Up until a year ago, Stephen was a ""normal"" teenager - until he began hearing voices and teleporting in his sleep, never knowing where he might wake up. Now, Stephen's issues have gone far beyond the usual teenage angst, and he is beginning to question his sanity. In desperation, Stephen decides to listen to one of the voices in his head, and it leads him to his first encounter with the Tomorrow People - John, Cara and Russell - a genetically advanced race with the abilities of telekinesis, teleportation and telepathic communication. The Tomorrow People are being hunted down by a paramilitary group of scientists known as Ultra. Led by Dr. Jedikiah Price, Ultra sees the Tomorrow People as a very real existential threat from a rival species, and the outcast group has been forced to hide out in an abandoned subway station just beneath the surface of the human world. Trading in secrets, Jedikiah offers Stephen the chance for a normal life with his family and best friend, Astrid, if he will help in the struggle to isolate and eradicate the Tomorrow People. On the other hand, Cara, John and Russell offer Stephen a different type of family and a home where he truly belongs. Unwilling to turn his back on humanity or the world of the Tomorrow People, Stephen sets out on his own path - a journey that could take him into the shadowy past to uncover the truth about his father's mysterious disappearance, or into an unknown future with The Tomorrow People.",http://static.tvmaze.com/uploads/images/original_untouched/55/138044.jpg,//static.tvmaze.com/uploads/images/medium_portrait/55/138044.jpg,NA,7.4,85,NA,NA,NA
191,Devious Maids,https://www.tvmaze.com/shows/201/devious-maids,Scripted,English,"['Drama', 'Crime']",Ended,60,6/23/2013,http://www.mylifetime.com/shows/devious-maids,21:00,['Monday'],Lifetime,United States,US,America/New_York,"Devious Maids is set in a world where murder and mayhem collide in the mansions of Beverly Hills' wealthiest and most powerful families. Class warfare has never been as fun and dirty as it is in the tiny enclave where the staff is as clever, witty and downright devilish as their employers. The series centers on a close-knit group of maids, Marisol, Rosie, Carmen Valentina and Zoila, who are bonded together by their jobs, life struggles and the melodramatic universe that engulfs their employers.",http://static.tvmaze.com/uploads/images/original_untouched/1/3005.jpg,//static.tvmaze.com/uploads/images/medium_portrait/1/3005.jpg,Marc Cherry,8,27,NA,NA,NA
192,Almost Human,https://www.tvmaze.com/shows/202/almost-human,Scripted,English,"['Drama', 'Crime', 'Science-Fiction']",Ended,60,11/17/2013,NA,20:00,['Monday'],FOX,United States,US,America/New_York,"Almost Human is an action-packed police drama set 35 years in the future, when police officers are partnered with highly evolved human-like androids. The year is 2048. Meet John Kennex a cop who survived one of the most catastrophic attacks ever made against the police department. After waking up from a 17-month coma, he can't remember much - except that his partner was killed; his girlfriend, Anna Moore, left him after the attack; and he lost one of his legs and is now outfitted with a highly sophisticated synthetic appendage. Suffering from depression, mental atrophy, trauma-onset OCD, PTSD and the ""psychological rejection of his synthetic body part,"" John returns to work at the behest of longtime ally Captain Sandra Maldonado. By mandate, every cop must partner with a robot. And despite his passionate aversion to androids, John is paired up with a battle-ready MX-43. But he abruptly terminates his partnership after the robot discovers incriminating information about him. So technician Rudy Lom introduces John to Dorian, a discontinued android with unexpected emotional responses. Although such responses were deemed flaws, it is in these ""flaws"" that John relates to Dorian most. After all, John is part-machine now, and Dorian is part-human. John and Dorian's understanding of each other not only complements them, it connects them. As he adjusts to working with his new partner, John also must learn to get along with his new colleagues, including the eager and somewhat starstruck Detective Valerie Stahl and the distrustful Detective Richard Paul, who does not welcome John back with open arms. Almost Human will follow the week-to-week missions of John and Dorian, as they fight crime across this futuristic landscape, while the mysteries surrounding his attack and the larger mythology of this new world unfold.",http://static.tvmaze.com/uploads/images/original_untouched/1/3020.jpg,//static.tvmaze.com/uploads/images/medium_portrait/1/3020.jpg,J.H. Wyman,7.8,138,NA,NA,NA
193,The Carrie Diaries,https://www.tvmaze.com/shows/203/the-carrie-diaries,Scripted,English,"['Drama', 'Comedy']",Ended,60,1/14/2013,NA,20:00,['Friday'],The CW,United States,US,America/New_York,"It's the summer of 1985, and, for the first time, 17-year-old Carrie Bradshaw can call Manhattan home. After her boyfriend Sebastian and best friend Maggie betrayed her, Carrie is happy to accept the offer to spend the summer living in the downtown loft apartment of her Interview magazine boss Larissa But as summer turns to fall and Carrie heads into her senior year, she and her friends and family discover that letting go of old loves and embracing new dreams comes with some tough new realities but also incredible new opportunities.",http://static.tvmaze.com/uploads/images/original_untouched/1/3037.jpg,//static.tvmaze.com/uploads/images/medium_portrait/1/3037.jpg,NA,6.7,13,NA,NA,NA
194,Stargate SG-1,https://www.tvmaze.com/shows/204/stargate-sg-1,Scripted,English,"['Action', 'Adventure', 'Science-Fiction']",Ended,60,7/27/1997,http://stargate.mgm.com/view/series/1/index.html,20:00,['Friday'],Syfy,United States,US,America/New_York,Stargate SG-1 is a science fiction series based on the original film Stargate. It involves the team SG-1 going on various adventures to different alien worlds through Stargates. Throughout the series they encounter various alien threats and allies including but not limited to the Goa'uld and the Asgard.,http://static.tvmaze.com/uploads/images/original_untouched/1/3027.jpg,//static.tvmaze.com/uploads/images/medium_portrait/1/3027.jpg,NA,9.2,192,2006,10 Seasons,"Richard Dean Anderson, Michael Shanks, Amanda Tapping, Christopher Judge, Don S. Davis, Corin Nemec, Ben Browder, Beau Bridges, Gary Jones"
195,Graceland,https://www.tvmaze.com/shows/205/graceland,Scripted,English,"['Drama', 'Action', 'Crime']",Ended,60,6/6/2013,http://www.usanetwork.com/graceland,22:00,['Thursday'],USA Network,United States,US,America/New_York,"Every year, the top graduates from the FBI Academy move from their classrooms at Quantico to their first assignments in the real world. For Agent Mike Warren, the dream has always been a post in Washington D.C. But the powers that be have other plans, and the young rookie is soon packing his bags for Graceland, a palatial beachfront mansion in Southern California that has become a cross-departmental boarding house for top undercover agents in the FBI, DEA and ICE.",http://static.tvmaze.com/uploads/images/original_untouched/54/137054.jpg,//static.tvmaze.com/uploads/images/medium_portrait/54/137054.jpg,Jeff Eastin,7.2,44,NA,NA,NA
196,Stargate Atlantis,https://www.tvmaze.com/shows/206/stargate-atlantis,Scripted,English,"['Action', 'Adventure', 'Science-Fiction']",Ended,60,7/16/2004,http://stargate.mgm.com/view/series/2/index.html,21:00,['Friday'],Syfy,United States,US,America/New_York,"Atlantis, built thousands of years ago by the highly evolved Ancients, is home base for an elite expedition from Earth. These courageous military commanders and scientists leap through the city's Stargate to explore the wondrous Pegasus galaxy and battle the treacherous Wraith, who seek control of Atlantis -- at any cost.",http://static.tvmaze.com/uploads/images/original_untouched/1/3059.jpg,//static.tvmaze.com/uploads/images/medium_portrait/1/3059.jpg,Brad WrightRobert C. Cooper,8.9,144,NA,NA,NA
197,Stargate Universe,https://www.tvmaze.com/shows/207/stargate-universe,Scripted,English,"['Action', 'Adventure', 'Science-Fiction']",Ended,60,10/2/2009,http://stargate.mgm.com/view/series/3/index.html,21:00,['Monday'],Syfy,United States,US,America/New_York,"Stargate Universe follows a band of soldiers, scientists and civilians, who must fend for themselves as they are forced through a Stargate when their hidden base comes under attack. The desperate survivors emerge aboard an ancient ship, which is locked on an unknown course and unable to return to Earth. Faced with meeting the most basic needs of food, water and air, the group must unlock the secrets of the ship's Stargate to survive. The danger, adventure and hope they find on board the Destiny will reveal the heroes and villains among them.",http://static.tvmaze.com/uploads/images/original_untouched/81/204195.jpg,//static.tvmaze.com/uploads/images/medium_portrait/81/204195.jpg,Brad WrightRobert C. Cooper,8.2,112,NA,NA,NA
198,The Chair,https://www.tvmaze.com/shows/208/the-chair,Reality,English,[],Ended,60,9/6/2014,NA,22:00,['Saturday'],Starz,United States,US,America/New_York,"The Chair is a competition documentary series that follows two directors through the process of bringing their first feature to the screen. The up-and-coming directors, who have unique backgrounds and skill sets, will be provided with an identical screenplay which they must craft as their own film. The Chair will document the creation, marketing and theatrical release of both adaptations, which will also air on STARZ. Both directors will be given the same budget, and both versions will use locations in the same city. Through multiplatform voting, the audience will determine which director will be awarded $250,000.",http://static.tvmaze.com/uploads/images/original_untouched/1/3167.jpg,//static.tvmaze.com/uploads/images/medium_portrait/1/3167.jpg,NA,NA,NA,NA,NA,NA
199,Survivor's Remorse,https://www.tvmaze.com/shows/209/survivors-remorse,Scripted,English,"['Drama', 'Comedy', 'Sports']",Ended,30,10/4/2014,http://www.starz.com/originals/survivorsremorse/featured,22:00,['Sunday'],Starz,United States,US,America/New_York,"Survivor's Remorse follows Cam Calloway, a basketball phenom in his early 20's who is suddenly thrust into the limelight after signing a multi-million dollar contract with a professional basketball team in Atlanta. Cam, along with his cousin, and confidant Reggie Vaughn, move to Georgia to start Cam's journey to success. The two confront the challenges of carrying opportunistic family members and their strong ties to the impoverished community that they come from. Cam, Reggie, and an unforgettable group of characters wrestle with the rewards and pitfalls of stardom, love, and loyalty.",http://static.tvmaze.com/uploads/images/original_untouched/1/3168.jpg,//static.tvmaze.com/uploads/images/medium_portrait/1/3168.jpg,Mike O'Malley,7.3,7,NA,NA,NA
200,Doctor Who,https://www.tvmaze.com/shows/210/doctor-who,Scripted,English,"['Drama', 'Adventure', 'Science-Fiction']",Running,50,3/26/2005,http://www.bbc.co.uk/programmes/b006q2x0,19:10,['Sunday'],BBC One,United Kingdom,GB,Europe/London,Adventures across time and space with the time travelling alien and companions.,http://static.tvmaze.com/uploads/images/original_untouched/231/579166.jpg,//static.tvmaze.com/uploads/images/medium_portrait/231/579166.jpg,Sydney NewmanVerity Lambert,8.4,301,NA,NA,NA
201,666 Park Avenue,https://www.tvmaze.com/shows/211/666-park-avenue,Scripted,English,"['Drama', 'Mystery', 'Supernatural']",Ended,60,9/30/2012,NA,21:00,['Saturday'],ABC,United States,US,America/New_York,666 Park Avenue is a supernatural drama based around the building of the same name run by Gavin Doran. The story follows a couple and mysterious happenings as they first move in to the establishment.,http://static.tvmaze.com/uploads/images/original_untouched/1/3523.jpg,//static.tvmaze.com/uploads/images/medium_portrait/1/3523.jpg,David Wilcox,6.4,46,NA,NA,NA
202,Alcatraz,https://www.tvmaze.com/shows/212/alcatraz,Scripted,English,"['Drama', 'Science-Fiction', 'Thriller']",Ended,60,1/16/2012,NA,21:00,['Monday'],FOX,United States,US,America/New_York,"Switching between eras, Alcatraz focuses on the Alcatraz prison, which was shut down in 1963 due to unsafe conditions for its prisoners and guards. The show's premise is that both the prisoners and the guards disappeared in 1963 and have abruptly reappeared in modern-day San Francisco, where they are being tracked down by a government agency.",http://static.tvmaze.com/uploads/images/original_untouched/120/302148.jpg,//static.tvmaze.com/uploads/images/medium_portrait/120/302148.jpg,Elizabeth Sarnoff,6.9,83,NA,NA,NA
203,The Gates,https://www.tvmaze.com/shows/213/the-gates,Scripted,English,"['Drama', 'Crime', 'Supernatural']",Ended,60,6/20/2010,NA,22:00,['Sunday'],ABC,United States,US,America/New_York,"Nick Monohan and his family move from Chicago to a quiet, upscale planned community called The Gates, where he will be chief of police. They soon realize that their neighbors are not who they seem to be. The Gates is filled with such beings as vampires, witches, werewolves, and a succubus.",http://static.tvmaze.com/uploads/images/original_untouched/161/404453.jpg,//static.tvmaze.com/uploads/images/medium_portrait/161/404453.jpg,Richard HatemGrant Scharbo,7.2,26,NA,NA,NA
204,Kingdom,https://www.tvmaze.com/shows/214/kingdom,Scripted,English,"['Drama', 'Family', 'Sports']",Ended,60,10/8/2014,http://kingdom.directv.com/,20:00,['Wednesday'],Audience Network,United States,US,America/New_York,"Kingdom is a raw family drama set against the world of Mixed Martial Arts (MMA) in Venice, California. Alvey Kulina owns Navy St. MMA with the help of his girlfriend Lisa Prince. He is willing to go through extraordinary means to make sure his fighters are taken care of, but all of this responsibility comes at a steep price. He has complicated relationships with both of his sons, Jay and Nate, who are both struggling with their own identities and places within Alvey's life and gym.",http://static.tvmaze.com/uploads/images/original_untouched/116/291395.jpg,//static.tvmaze.com/uploads/images/medium_portrait/116/291395.jpg,Byron Balasco,7.8,37,2017,3 Seasons,"Frank Grillo, Kiele Sanchez, Matt Lauria, Jonathan Tucker, Nick Jonas, Joanna Going, Juliette Jackson, Paul Walter Hauser, Joe Stevenson"
